lat,lng,predicted_label
72.474,-3.85,FR II
72.484,-44.401,FR II
72.49,-44.183,Point Source
72.493,-3.254,FR I
72.496,-2.089,Bent
72.499,-10.202,FR II
72.501,-45.626,FR II
72.502,-44.512,FR I
72.503,-2.722,Bent
72.504,-44.332,Bent
72.505,-45.184,FR I
72.506,-44.437,FR II
72.508,-10.36,Bent
72.51,-44.198,FR II
72.514,-44.379,FR I
72.54,-44.574,FR II
72.547,-45.011,FR I
72.548,-3.432,FR I
72.551,-44.248,Bent
72.563,-3.648,FR I
72.565,-2.842,FR II
72.574,-2.143,FR II
72.577,-2.881,Bent
72.577,-2.96,Bent
72.583,-44.479,FR II
72.584,-2.694,FR II
72.584,-3.029,Bent
72.586,-2.971,Bent
72.591,-2.589,FR I
72.596,-44.757,FR II
72.596,-9.677,Bent
72.601,-2.979,Bent
72.604,-3.622,FR I
72.604,-44.563,FR II
72.61,-2.41,Bent
72.61,-44.708,Bent
72.623,-3.333,Bent
72.636,-2.917,FR I
72.639,-3.106,Bent
72.644,-3.078,Exotic
72.645,-10.61,FR I
72.651,-44.889,Bent
72.652,-2.989,Bent
72.654,-44.826,Bent
72.656,-10.032,Bent
72.66,-2.852,FR II
72.66,-44.849,Bent
72.672,-45.039,FR I
72.68,-10.643,FR I
72.688,-10.335,FR I
72.7,-44.933,FR II
72.701,-44.846,Bent
72.707,-44.093,FR I
72.708,-43.984,Point Source
72.717,-2.143,Bent
72.721,-44.973,FR I
72.723,-3.894,FR I
72.727,-3.16,FR II
72.73,-10.249,FR I
72.73,-44.776,Bent
72.737,-2.939,FR II
72.738,-3.304,FR II
72.741,-3.375,FR II
72.743,-2.916,Bent
72.743,-3.923,FR I
72.744,-44.825,FR II
72.745,-45.36,FR II
72.747,-44.098,Bent
72.752,-3.144,FR I
72.752,-9.981,Bent
72.753,-44.728,FR I
72.761,-3.292,FR I
72.765,-2.896,Bent
72.765,-44.489,FR II
72.768,-3.254,FR I
72.77,-45.086,FR II
72.77,-9.863,Point Source
72.774,-2.705,FR II
72.778,-9.931,FR I
72.785,-2.912,Bent
72.787,-3.493,FR II
72.8,-44.799,Point Source
72.803,-2.753,FR II
72.808,-2.783,Bent
72.809,-2.602,Bent
72.809,-2.68,FR I
72.81,-2.307,Bent
72.816,-2.073,FR I
72.816,-45.061,FR II
72.817,-45.331,FR I
72.819,-2.29,FR I
72.824,-10.746,FR I
72.824,-44.497,FR II
72.825,-9.906,Bent
72.836,-2.48,FR II
72.843,-3.507,Bent
72.844,-10.739,FR I
72.847,-3.029,FR I
72.848,-3.608,FR II
72.852,-10.493,FR I
72.854,-2.725,Bent
72.857,-44.546,Bent
72.87,-3.832,Bent
72.872,-10.729,Bent
72.872,-45.418,FR II
72.875,-44.859,FR II
72.88,-44.94,FR II
72.882,-2.499,Bent
72.882,-3.838,Bent
72.883,-2.736,FR I
72.884,-10.37,FR I
72.884,-45.102,FR II
72.888,-44.564,Bent
72.895,-44.184,Point Source
72.898,-10.26,Bent
72.902,-3.037,FR II
72.906,-3.172,FR II
72.907,-44.751,FR I
72.911,-3.0,FR II
72.915,-2.286,FR II
72.915,-45.063,Point Source
72.916,-3.023,FR I
72.918,-2.548,FR II
72.919,-44.78,Bent
72.929,-3.025,Bent
72.933,-3.038,Bent
72.936,-2.292,Bent
72.939,-10.642,Point Source
72.944,-45.024,Bent
72.954,-9.871,Bent
72.966,-44.327,FR II
72.968,-44.714,FR II
72.976,-44.74,FR II
72.985,-3.425,Bent
72.991,-44.66,FR I
72.998,-10.531,Bent
73.002,-9.84,FR II
73.007,-2.961,FR I
73.02,-45.434,Point Source
73.022,-3.515,Exotic
73.032,-3.556,FR I
73.041,-9.454,FR I
73.044,-2.671,FR II
73.046,-10.474,FR II
73.046,-44.756,FR I
73.047,-44.356,FR II
73.048,-9.952,Bent
73.051,-43.937,Bent
73.052,-44.146,FR II
73.055,-9.808,FR I
73.06,-2.952,FR I
73.066,-44.367,Bent
73.072,-45.555,FR I
73.076,-3.379,Bent
73.085,-45.098,FR I
73.091,-9.39,Bent
73.096,-44.763,FR II
73.097,-44.751,Bent
73.101,-10.534,Bent
73.103,-43.712,Bent
73.106,-10.189,Bent
73.108,-2.427,FR II
73.108,-44.664,FR II
73.111,-9.641,Bent
73.114,-3.101,FR II
73.12,-2.332,Bent
73.137,-3.073,Bent
73.146,-10.264,FR I
73.165,-45.119,FR II
73.168,-10.038,FR II
73.179,-2.619,FR II
73.182,-2.648,FR I
73.186,-3.216,FR I
73.189,-1.973,Bent
73.19,-45.436,FR I
73.193,-10.227,FR II
73.193,-3.65,Bent
73.202,-3.1,FR I
73.205,-10.482,Bent
73.207,-45.152,Bent
73.212,-9.864,FR II
73.213,-3.913,Bent
73.215,-44.592,FR II
73.222,-10.392,FR I
73.227,-44.915,FR I
73.228,-44.752,FR I
73.235,-9.857,FR II
73.247,-10.168,FR I
73.266,-43.967,FR II
73.27,-45.483,FR I
73.272,-10.279,FR II
73.274,-2.907,Bent
73.277,-10.111,FR II
73.277,-44.931,FR II
73.279,-45.117,Point Source
73.282,-44.782,FR II
73.282,-44.794,Bent
73.288,-43.949,FR I
73.294,-3.361,FR I
73.295,-11.096,FR I
73.296,-3.034,FR I
73.299,-10.599,FR I
73.302,-10.613,FR I
73.304,-11.314,Point Source
73.308,-11.33,FR I
73.308,-2.909,Bent
73.309,-44.076,FR II
73.309,-45.349,FR I
73.309,-9.827,FR I
73.312,-2.708,FR I
73.316,-10.519,FR I
73.322,-10.767,Bent
73.322,-45.059,FR II
73.323,-44.326,FR II
73.324,-10.267,FR I
73.326,-45.333,FR I
73.328,-44.96,Bent
73.331,-10.058,FR I
73.331,-2.695,FR I
73.333,-43.882,FR II
73.334,-44.245,Bent
73.344,-44.672,FR I
73.352,-10.797,FR II
73.355,-9.614,Bent
73.359,-2.404,FR II
73.364,-45.172,Bent
73.373,-45.553,Bent
73.377,-10.459,FR I
73.385,-44.117,FR I
73.393,-2.726,FR I
73.394,-45.037,FR II
73.409,-10.888,FR I
73.41,-44.139,Bent
73.412,-10.871,FR I
73.413,-11.052,FR II
73.415,-10.365,FR II
73.418,-2.733,FR I
73.42,-10.51,FR II
73.432,-9.737,Bent
73.435,-10.598,Bent
73.444,-3.411,Bent
73.445,-9.776,Bent
73.456,-9.187,Bent
73.463,-9.835,FR I
73.47,-9.976,Exotic
73.474,-10.599,FR I
73.474,-9.895,FR II
73.476,-2.544,FR I
73.485,-9.472,FR II
73.491,-9.93,FR I
73.492,-10.324,FR II
73.5,-3.678,Point Source
73.5,-44.992,FR II
73.502,-3.143,FR II
73.502,-9.88,Bent
73.503,-10.426,Bent
73.509,-10.038,Bent
73.513,-9.453,FR I
73.514,-11.317,Bent
73.519,-10.132,FR II
73.521,-9.926,Bent
73.522,-9.891,Bent
73.526,-10.18,FR II
73.527,-10.682,FR I
73.528,-10.222,FR I
73.53,-45.16,FR II
73.531,-9.614,FR I
73.537,-10.188,Bent
73.539,-10.252,Bent
73.541,-45.365,FR I
73.545,-10.089,Bent
73.548,-9.907,Point Source
73.549,-10.243,Bent
73.549,-10.282,FR II
73.556,-10.263,FR II
73.56,-10.639,Point Source
73.564,-10.106,Bent
73.567,-10.152,FR II
73.567,-10.269,FR I
73.574,-10.753,Bent
73.578,-9.469,FR II
73.585,-44.625,FR I
73.586,-10.284,FR II
73.624,-10.43,Bent
73.624,-10.546,FR II
73.625,-10.765,FR I
73.64,-44.627,Point Source
73.647,-10.689,FR I
73.65,-10.353,FR II
73.653,-9.954,FR II
73.662,-10.617,FR II
73.664,-45.375,FR I
73.681,-45.431,Bent
73.686,-44.753,FR II
73.688,-9.898,Bent
73.689,-10.283,FR II
73.695,-10.472,FR II
73.699,-9.728,FR II
73.701,-10.683,Bent
73.718,-10.469,FR I
73.723,-10.635,FR II
73.726,-9.76,FR II
73.735,-45.148,FR II
73.739,-10.226,FR I
73.739,-44.058,FR I
73.75,-44.655,FR II
73.759,-10.292,FR II
73.76,-43.955,Bent
73.774,-10.69,Bent
73.775,-10.246,FR II
73.776,-44.196,Bent
73.78,-44.903,FR I
73.799,-10.174,FR II
73.802,-9.795,FR II
73.817,-11.042,FR I
73.823,-9.916,Bent
73.843,-44.038,FR I
73.87,-10.17,FR II
73.874,-9.965,Point Source
73.908,-10.731,FR I
73.911,-10.403,FR I
73.926,-10.6,FR II
73.936,-10.286,FR I
73.937,-10.607,FR II
73.94,-10.346,FR II
73.945,-9.465,FR II
73.948,-10.998,FR I
73.96,-10.722,FR II
73.96,-9.354,Bent
74.018,-10.826,Bent
74.029,-10.318,Bent
74.045,-10.142,FR I
74.046,-10.363,FR I
74.065,-9.431,FR I
74.085,-9.735,Point Source
74.115,-10.474,FR II
74.142,-9.897,FR II
74.163,-10.257,FR I
74.195,-10.759,FR I
74.289,-9.444,FR II
74.292,-10.32,FR I
74.296,-10.271,Bent
74.338,-10.072,FR II
74.374,-9.734,Bent
74.379,-9.999,Bent
74.394,-10.555,FR II
74.396,-11.093,FR I
74.459,-10.169,Bent
74.498,-9.96,FR II
74.525,-9.948,FR II
76.26,-44.941,FR II
76.33,-45.388,Bent
76.355,-45.262,FR II
76.376,-44.656,Bent
76.421,-44.833,FR II
76.481,-45.267,Point Source
76.554,-44.785,FR I
76.565,-45.302,FR II
76.597,-45.287,Bent
76.628,-45.317,Bent
76.662,-45.318,Bent
76.664,-45.408,Bent
76.701,-45.582,Bent
76.719,-45.169,FR II
76.725,-45.436,FR I
76.773,-45.629,FR II
76.777,-45.15,Bent
76.803,-45.565,Bent
76.814,-46.161,FR II
76.868,-46.03,FR II
76.927,-44.87,FR II
76.969,-45.283,Bent
77.027,-45.912,FR I
77.037,-45.25,FR II
77.075,-44.391,FR II
77.097,-45.162,Point Source
77.098,-44.994,FR I
77.1,-45.146,FR II
77.104,-45.421,FR II
77.118,-45.489,Bent
77.124,-45.025,FR II
77.129,-45.146,FR II
77.191,-45.233,FR II
77.204,-45.097,FR II
77.206,-45.307,FR I
77.208,-45.994,FR II
77.213,-45.638,FR II
77.214,-45.202,FR I
77.219,-45.613,FR I
77.222,-45.34,FR II
77.225,-45.858,FR I
77.242,-45.692,Point Source
77.255,-45.473,FR I
77.286,-45.048,Point Source
77.291,-45.329,Bent
77.297,-45.39,Bent
77.328,-44.986,FR II
77.36,-46.318,Bent
77.376,-44.423,FR II
77.385,-45.433,FR II
77.393,-45.502,FR II
77.405,-45.438,FR II
77.41,-45.354,Point Source
77.414,-44.827,Bent
77.416,-45.267,Bent
77.444,-45.073,FR II
77.449,-45.157,FR II
77.455,-45.318,FR I
77.463,-45.396,FR II
77.466,-45.288,FR I
77.469,-45.274,FR II
77.474,-45.409,FR II
77.48,-44.785,Bent
77.482,-45.574,Bent
77.505,-45.344,Exotic
77.509,-45.285,FR II
77.51,-44.932,FR II
77.512,-45.429,Point Source
77.516,-44.613,FR II
77.517,-45.958,FR II
77.526,-45.553,Point Source
77.534,-55.401,FR I
77.542,-45.838,FR II
77.546,-46.295,FR II
77.548,-44.945,FR II
77.561,-44.92,FR II
77.566,-44.952,FR II
77.571,-45.427,FR II
77.578,-45.325,FR II
77.582,-45.81,FR II
77.595,-45.551,FR II
77.604,-45.486,Bent
77.61,-45.411,Bent
77.614,-44.386,FR I
77.616,-44.815,FR II
77.617,-44.341,Bent
77.617,-45.483,FR II
77.618,-44.933,Bent
77.622,-45.09,Bent
77.63,-45.215,FR II
77.63,-45.342,FR II
77.636,-45.073,Bent
77.645,-45.058,FR II
77.648,-45.524,Bent
77.653,-45.357,FR II
77.655,-54.659,FR I
77.691,-55.431,Bent
77.707,-55.364,FR I
77.733,-54.845,FR I
77.745,-44.587,Bent
77.768,-45.024,FR I
77.789,-53.782,Point Source
77.8,-53.757,FR I
77.808,-45.162,Bent
77.82,-46.23,FR I
77.853,-45.691,FR II
77.859,-54.485,FR I
77.867,-54.338,FR II
77.873,-54.472,FR I
77.882,-45.053,Point Source
77.883,-54.347,FR I
77.884,-45.364,FR II
77.914,-46.035,Bent
77.92,-53.582,FR I
77.937,-54.863,FR II
77.94,-45.679,FR I
77.952,-45.926,FR II
77.973,-54.235,FR I
77.974,-53.794,FR I
77.991,-45.209,FR II
77.991,-54.929,FR II
78.009,-44.924,FR II
78.017,-45.46,FR II
78.029,-44.389,Bent
78.052,-44.787,Bent
78.058,-54.523,FR I
78.076,-45.306,FR I
78.102,-55.109,FR I
78.118,-45.389,FR I
78.128,-44.709,Bent
78.151,-45.842,FR I
78.156,-45.27,FR I
78.164,-44.798,Bent
78.175,-45.176,FR II
78.181,-45.32,FR I
78.19,-45.209,FR II
78.198,-55.167,FR I
78.207,-55.021,Point Source
78.221,-54.219,FR II
78.246,-46.138,Point Source
78.255,-45.213,FR II
78.256,-44.513,Bent
78.27,-45.403,FR II
78.288,-53.955,Bent
78.294,-45.314,Point Source
78.309,-45.681,FR II
78.31,-53.948,FR I
78.313,-54.54,FR II
78.346,-45.046,FR II
78.358,-45.03,FR I
78.361,-54.967,FR II
78.365,-44.805,FR I
78.366,-53.689,FR I
78.375,-44.815,FR II
78.386,-44.597,FR II
78.392,-45.027,FR I
78.406,-54.225,FR II
78.413,-53.684,FR II
78.413,-54.495,FR I
78.433,-45.942,FR II
78.441,-53.82,Bent
78.464,-54.238,Bent
78.467,-54.03,FR I
78.493,-54.529,FR II
78.506,-44.68,FR I
78.51,-53.914,FR I
78.517,-54.311,Bent
78.52,-54.915,FR I
78.532,-54.301,FR II
78.545,-55.361,Bent
78.546,-45.831,FR I
78.559,-54.573,FR II
78.569,-53.98,FR I
78.576,-54.453,FR I
78.59,-45.622,FR II
78.595,-54.689,FR I
78.611,-54.624,FR II
78.625,-45.249,FR I
78.657,-54.085,FR II
78.675,-55.078,FR I
78.678,-54.155,FR I
78.678,-55.502,Bent
78.681,-45.549,FR II
78.687,-54.947,Bent
78.693,-55.014,Bent
78.702,-55.162,FR II
78.703,-44.776,FR I
78.704,-54.868,FR II
78.717,-54.215,FR II
78.717,-54.412,Bent
78.734,-45.621,FR I
78.737,-54.479,FR II
78.743,-45.379,FR I
78.759,-54.608,FR II
78.763,-45.085,Bent
78.764,-54.89,FR II
78.772,-55.131,FR II
78.791,-53.867,Bent
78.822,-54.463,FR I
78.825,-53.9,Point Source
78.831,-53.773,FR I
78.84,-54.583,FR II
78.847,-54.468,FR II
78.848,-55.161,FR I
78.849,-54.907,Point Source
78.863,-54.245,FR II
78.866,-54.452,FR II
78.866,-54.947,FR I
78.877,-53.944,FR II
78.88,-54.529,Bent
78.892,-53.857,FR II
78.9,-55.417,FR II
78.907,-53.607,Bent
78.92,-54.881,Bent
78.93,-45.548,FR II
78.951,-54.576,FR II
78.965,-54.689,FR II
78.969,-54.636,FR II
78.993,-54.652,FR II
79.011,-54.723,Bent
79.019,-54.81,FR II
79.027,-54.593,Bent
79.041,-54.184,FR I
79.046,-54.466,FR I
79.064,-55.064,FR II
79.071,-54.673,FR II
79.088,-54.498,FR II
79.088,-54.642,Bent
79.105,-54.534,Bent
79.11,-54.461,FR I
79.145,-54.362,Bent
79.145,-55.007,Point Source
79.146,-54.532,Point Source
79.155,-54.396,Exotic
79.159,-54.547,FR II
79.165,-54.368,Bent
79.174,-54.629,FR II
79.178,-54.563,Bent
79.183,-54.596,Point Source
79.193,-54.16,FR I
79.195,-54.584,FR I
79.197,-54.445,Bent
79.211,-54.614,Bent
79.225,-54.861,Bent
79.257,-54.627,FR II
79.282,-54.31,FR II
79.295,-54.64,FR II
79.312,-54.693,FR II
79.32,-54.806,Bent
79.321,-54.213,FR II
79.322,-54.242,Exotic
79.327,-54.425,Point Source
79.338,-54.095,Bent
79.344,-55.389,Bent
79.35,-54.131,FR II
79.365,-54.568,FR II
79.378,-54.551,FR II
79.38,-54.851,FR II
79.414,-54.81,Point Source
79.424,-54.454,FR II
79.45,-54.932,FR II
79.451,-54.137,Point Source
79.456,-53.842,FR II
79.462,-54.46,FR I
79.465,-54.096,FR I
79.482,-54.462,Bent
79.484,-54.438,FR I
79.491,-54.598,FR I
79.51,-55.275,FR II
79.515,-54.436,Bent
79.522,-55.123,Bent
79.558,-54.593,FR II
79.567,-54.363,FR I
79.578,-54.277,Bent
79.583,-54.547,FR II
79.602,-54.665,Bent
79.627,-54.15,Bent
79.662,-54.828,FR II
79.683,-54.151,Point Source
79.693,-55.186,FR I
79.695,-54.566,Bent
79.792,-54.634,FR II
79.834,-53.911,FR II
79.845,-54.979,FR II
79.872,-54.885,FR II
79.929,-54.906,FR II
79.952,-54.689,FR II
8.032,-50.476,Point Source
8.07,-49.707,FR II
8.112,-50.201,FR II
8.137,-49.929,FR II
8.169,-50.801,Bent
8.19,-50.137,FR II
8.301,-50.127,FR II
8.325,-50.707,Bent
8.354,-50.048,FR II
80.018,-47.524,FR I
80.033,-53.794,FR I
80.068,-53.781,FR I
80.112,-54.249,FR I
80.129,-54.998,Bent
80.18,-54.395,FR I
80.182,-47.605,Bent
80.184,-54.225,FR I
80.213,-54.431,Bent
80.217,-53.575,FR II
80.24,-55.114,FR I
80.246,-54.777,Bent
80.252,-53.683,FR II
80.268,-54.517,FR II
80.281,-47.664,FR I
80.341,-47.933,FR II
80.349,-54.208,FR II
80.357,-46.964,FR I
80.408,-54.948,FR II
80.433,-54.484,FR I
80.463,-55.141,FR II
80.483,-46.633,FR I
80.484,-54.508,FR I
80.509,-47.168,FR II
80.51,-54.568,FR I
80.517,-54.683,FR II
80.517,-55.446,FR II
80.584,-54.188,FR I
80.589,-54.847,Bent
80.6,-47.641,Bent
80.605,-54.07,FR I
80.606,-47.029,FR II
80.639,-47.777,Bent
80.645,-47.413,FR I
80.713,-55.442,FR I
80.728,-54.143,FR II
80.742,-46.476,FR II
80.746,-47.097,FR II
80.746,-54.769,Bent
80.753,-55.371,FR II
80.766,-47.052,FR I
80.801,-53.784,FR I
80.809,-54.539,FR II
80.814,-47.251,FR I
80.817,-55.447,FR II
80.847,-47.259,Bent
80.861,-46.86,FR I
80.862,-47.708,Point Source
80.877,-47.217,FR I
80.883,-55.06,FR I
80.888,-46.785,FR II
80.919,-46.973,Bent
80.941,-47.856,FR II
80.954,-47.396,FR II
80.954,-47.605,FR II
81.04,-47.259,FR II
81.074,-47.175,Point Source
81.074,-47.228,Bent
81.095,-48.054,FR II
81.114,-47.293,FR II
81.124,-39.453,FR I
81.144,-47.19,FR I
81.151,-47.581,FR II
81.172,-39.781,Bent
81.175,-47.215,FR II
81.2,-47.315,FR II
81.212,-47.686,FR I
81.222,-39.209,FR II
81.229,-47.971,FR I
81.23,-46.606,FR II
81.232,-47.712,FR II
81.236,-47.204,FR II
81.241,-46.612,FR I
81.25,-47.353,Bent
81.259,-47.372,Point Source
81.273,-47.109,FR II
81.279,-47.663,FR II
81.287,-47.646,FR I
81.316,-38.961,FR I
81.319,-47.362,FR II
81.353,-46.312,FR II
81.356,-46.552,FR II
81.356,-47.837,FR II
81.36,-39.592,FR I
81.366,-47.196,FR II
81.403,-47.945,FR I
81.407,-46.435,FR I
81.419,-46.935,FR II
81.42,-38.867,Bent
81.423,-39.442,FR II
81.423,-47.209,FR II
81.43,-47.191,Bent
81.437,-46.533,FR I
81.438,-38.7,Point Source
81.439,-47.202,Bent
81.44,-46.307,FR I
81.445,-39.907,FR I
81.454,-47.69,FR II
81.459,-38.927,FR II
81.46,-40.245,FR II
81.472,-39.116,Bent
81.486,-47.599,FR II
81.491,-46.574,FR II
81.511,-47.288,FR I
81.511,-47.441,Point Source
81.525,-47.25,Point Source
81.526,-46.62,FR I
81.538,-47.862,FR I
81.543,-47.972,Bent
81.547,-47.322,FR II
81.551,-47.439,Bent
81.556,-39.63,FR I
81.559,-46.303,FR II
81.564,-39.526,FR I
81.564,-47.403,FR I
81.568,-47.734,FR II
81.572,-39.515,FR I
81.577,-39.687,FR II
81.583,-39.665,Bent
81.584,-39.417,FR II
81.586,-47.247,FR II
81.606,-39.532,Point Source
81.612,-46.781,FR II
81.624,-47.56,FR II
81.636,-39.275,FR II
81.641,-47.518,FR I
81.646,-40.302,FR II
81.647,-39.652,Bent
81.648,-39.762,FR II
81.655,-39.367,Point Source
81.663,-39.711,FR I
81.669,-47.364,FR II
81.671,-46.302,Exotic
81.672,-47.209,Bent
81.673,-40.239,FR I
81.68,-39.348,FR II
81.68,-39.91,FR I
81.682,-46.507,Bent
81.686,-46.898,Bent
81.709,-47.553,FR II
81.729,-46.958,FR II
81.75,-46.38,Bent
81.751,-47.496,FR II
81.764,-46.682,FR II
81.767,-47.758,FR I
81.779,-39.032,FR II
81.782,-39.81,FR I
81.799,-39.733,FR II
81.805,-46.744,FR II
81.817,-39.33,Point Source
81.819,-47.423,FR II
81.824,-39.486,FR II
81.825,-39.264,FR II
81.838,-47.442,FR II
81.851,-47.358,Bent
81.852,-47.377,FR II
81.854,-46.566,FR II
81.858,-11.055,Bent
81.863,-47.561,FR II
81.865,-47.127,FR II
81.868,-12.697,FR I
81.87,-38.478,FR II
81.88,-10.904,FR II
81.883,-39.852,Exotic
81.885,-47.235,Bent
81.889,-39.734,Exotic
81.891,-39.932,FR I
81.892,-12.067,Bent
81.897,-39.145,FR II
81.903,-39.441,FR I
81.904,-10.497,Bent
81.909,-39.5,Bent
81.928,-39.919,FR II
81.935,-11.766,FR II
81.937,-47.348,FR I
81.938,-39.37,FR II
81.939,-39.555,FR II
81.942,-46.626,FR II
81.944,-11.401,Bent
81.953,-47.719,FR II
81.956,-39.652,Bent
81.957,-39.665,FR I
81.957,-47.301,Point Source
81.961,-10.741,FR I
81.961,-47.159,FR II
81.964,-38.896,FR II
81.965,-10.729,FR I
81.966,-39.53,FR II
81.966,-47.393,FR II
81.969,-47.301,FR II
81.971,-11.138,FR II
81.988,-40.432,Bent
81.99,-48.148,Point Source
81.993,-39.54,FR II
81.993,-47.516,FR II
81.998,-11.387,Point Source
81.999,-47.305,Bent
82.003,-38.924,FR II
82.009,-39.578,Bent
82.024,-47.541,FR II
82.028,-47.139,FR II
82.031,-39.091,FR II
82.045,-47.444,Bent
82.048,-40.232,FR II
82.049,-39.075,Bent
82.054,-39.159,FR II
82.057,-11.693,FR II
82.064,-47.144,FR II
82.07,-39.474,FR II
82.072,-47.615,FR II
82.078,-11.102,Bent
82.084,-12.318,FR II
82.088,-39.198,Point Source
82.088,-39.854,FR II
82.09,-47.229,Bent
82.091,-39.583,FR I
82.1,-39.734,Bent
82.116,-47.408,FR II
82.118,-47.31,FR II
82.119,-39.481,FR II
82.127,-12.007,Bent
82.131,-11.364,FR II
82.144,-39.849,Bent
82.145,-39.417,FR I
82.15,-39.203,Point Source
82.15,-47.234,FR I
82.164,-11.419,FR I
82.168,-11.579,FR II
82.168,-46.704,FR II
82.169,-39.809,FR II
82.18,-11.381,FR I
82.187,-39.459,FR II
82.187,-40.444,FR I
82.187,-46.391,FR I
82.2,-40.176,FR II
82.206,-39.158,FR II
82.207,-39.765,FR II
82.22,-39.471,Bent
82.225,-10.827,Point Source
82.229,-39.683,FR II
82.233,-39.456,FR II
82.236,-47.391,FR I
82.24,-39.466,FR I
82.25,-39.11,FR II
82.255,-39.513,Bent
82.261,-39.998,FR I
82.261,-48.001,FR I
82.268,-47.322,Point Source
82.273,-39.488,FR I
82.278,-39.462,Bent
82.28,-11.443,Bent
82.28,-11.717,FR I
82.281,-39.421,Bent
82.283,-39.792,FR II
82.284,-11.43,Bent
82.288,-39.562,FR II
82.291,-47.433,FR I
82.304,-39.503,FR II
82.308,-11.6,FR I
82.318,-11.254,FR II
82.325,-11.211,FR II
82.329,-39.785,FR II
82.332,-10.695,FR I
82.346,-11.58,Bent
82.346,-39.261,FR II
82.351,-38.923,FR II
82.352,-39.35,FR II
82.358,-10.857,Point Source
82.374,-11.213,FR II
82.379,-39.095,Bent
82.385,-39.52,FR I
82.386,-12.26,Bent
82.419,-47.06,FR II
82.423,-39.1,FR II
82.431,-47.607,Point Source
82.444,-12.12,FR II
82.444,-47.301,FR I
82.454,-39.986,FR I
82.464,-39.225,FR I
82.465,-11.294,Point Source
82.478,-11.442,Bent
82.483,-11.933,FR I
82.487,-12.201,Bent
82.494,-10.982,FR II
82.494,-11.789,Bent
82.498,-39.697,FR II
82.515,-12.572,Bent
82.518,-47.724,FR II
82.535,-11.874,FR I
82.538,-38.847,Bent
82.541,-39.186,FR II
82.544,-47.08,Bent
82.555,-39.508,FR I
82.557,-12.126,FR I
82.559,-12.534,FR II
82.56,-40.116,FR II
82.564,-39.562,Bent
82.567,-39.141,FR II
82.575,-38.869,FR I
82.578,-47.245,FR II
82.583,-39.799,FR I
82.584,-39.842,FR I
82.594,-39.568,Bent
82.595,-39.378,FR II
82.595,-39.808,FR II
82.597,-39.61,FR II
82.603,-11.3,FR II
82.611,-10.721,Exotic
82.613,-11.52,Bent
82.621,-47.618,FR I
82.627,-39.357,FR II
82.63,-11.561,Exotic
82.631,-11.386,FR II
82.631,-47.193,FR II
82.635,-12.001,FR I
82.635,-12.586,Bent
82.636,-11.648,FR I
82.637,-11.234,FR II
82.644,-11.875,Bent
82.645,-38.894,FR I
82.647,-39.081,FR II
82.655,-39.34,FR II
82.661,-39.431,FR I
82.667,-38.804,FR II
82.67,-39.834,FR II
82.68,-11.73,FR II
82.687,-11.481,FR II
82.695,-39.47,FR II
82.705,-39.928,FR II
82.708,-12.067,FR I
82.719,-47.151,FR II
82.72,-39.142,FR II
82.727,-10.896,Bent
82.731,-11.06,Bent
82.736,-11.773,FR II
82.739,-39.883,Bent
82.742,-39.024,FR I
82.745,-11.878,FR I
82.75,-39.551,FR II
82.752,-11.181,FR II
82.756,-39.537,FR II
82.756,-40.253,Point Source
82.759,-11.736,FR II
82.763,-47.047,FR II
82.764,-39.214,FR I
82.768,-39.532,FR II
82.778,-12.118,Point Source
82.78,-11.544,FR II
82.804,-11.749,FR I
82.809,-47.78,FR II
82.813,-11.004,FR II
82.815,-12.298,FR II
82.817,-39.337,Bent
82.821,-46.799,FR II
82.83,-12.071,FR II
82.832,-11.806,FR I
82.838,-11.894,Bent
82.839,-11.772,FR II
82.84,-47.696,FR I
82.847,-11.338,FR I
82.847,-39.675,FR I
82.85,-11.695,Bent
82.852,-11.678,FR II
82.855,-11.87,FR II
82.865,-11.495,FR II
82.869,-38.667,Exotic
82.871,-11.55,Bent
82.88,-11.012,FR I
82.884,-11.208,FR I
82.886,-11.886,FR II
82.888,-11.391,Bent
82.908,-12.336,Bent
82.914,-11.058,FR I
82.923,-10.476,FR II
82.935,-11.809,FR II
82.937,-11.847,FR II
82.945,-11.431,Bent
82.964,-11.297,FR I
82.964,-39.194,FR II
82.966,-12.211,FR I
82.969,-11.831,FR I
82.97,-39.624,FR II
82.971,-11.646,FR II
82.973,-11.015,FR II
82.98,-11.529,FR II
82.986,-39.795,FR II
82.991,-12.124,Bent
82.993,-12.187,Bent
82.996,-11.484,FR II
82.996,-11.973,Bent
82.999,-38.756,FR II
83.009,-10.544,Exotic
83.009,-11.614,Bent
83.015,-10.864,Point Source
83.016,-12.088,FR I
83.02,-11.947,Bent
83.026,-39.294,Bent
83.028,-11.131,FR II
83.043,-11.939,Bent
83.045,-39.96,FR I
83.047,-11.436,FR II
83.047,-11.666,FR II
83.047,-39.567,FR II
83.053,-11.521,FR II
83.054,-11.531,FR I
83.059,-11.366,FR II
83.059,-39.252,FR I
83.061,-39.31,FR II
83.065,-12.122,FR I
83.072,-12.148,FR II
83.078,-11.419,Bent
83.095,-11.772,Bent
83.098,-11.946,FR II
83.099,-12.406,FR I
83.104,-10.981,FR I
83.107,-11.542,FR II
83.111,-12.375,FR II
83.112,-11.872,FR I
83.113,-10.962,FR I
83.121,-11.768,FR I
83.133,-11.701,Bent
83.146,-11.851,FR I
83.148,-11.569,FR II
83.161,-11.032,FR II
